folder	prefix	title	name	text	meaning	menu_1	menu_2	menu_3	menu_4	menu_5	description
NDGP	MIR		FILE_TYPE	05		Genotype					
NDGP	MIR		FILE_TYPE	06		Milk data					
NDGP	MIR	PROJECT	PROJECT								
NDGP	MIR		PROJECT	001		NAEX					
NDGP	MIR		PROJECT	010		RDGP					
NDGP	MIR		PROJECT	011		RDGP & NAEX					
NDGP	MIR		PROJECT	100		EDGP					
NDGP	MIR		PROJECT	101		EDGP & NAEX					
NDGP	MIR		PROJECT	102		NDGP					
NDGP	MIR		PROJECT	110		EDGP & RDGP					
NDGP	MIR		PROJECT	111		EDGP & RDGP & NAEX					
NDGP	MIR	TRANSACTION_TYPE	TRANSACTION_TYPE								
NDGP	MIR		TRANSACTION_TYPE	D		Delete					
NDGP	MIR		TRANSACTION_TYPE	U		Update					
NDGP	Pedigree	FILE_TYPE	FILE_TYPE								
NDGP	Pedigree		FILE_TYPE	01		Pedigree					
NDGP	Pedigree		FILE_TYPE	02		Calving					
NDGP	Pedigree		FILE_TYPE	03		Production					
NDGP	Pedigree		FILE_TYPE	04		Events					
NDGP	Pedigree		FILE_TYPE	05		Genotype					
NDGP	Pedigree		FILE_TYPE	06		Milk data					
NDGP	Pedigree	PROJECT	PROJECT								
NDGP	Pedigree		PROJECT	001		NAEX					
NDGP	Pedigree		PROJECT	010		RDGP					
NDGP	Pedigree		PROJECT	011		RDGP & NAEX					
NDGP	Pedigree		PROJECT	100		EDGP					
NDGP	Pedigree		PROJECT	101		EDGP & NAEX					
NDGP	Pedigree		PROJECT	102		NDGP					
NDGP	Pedigree		PROJECT	110		EDGP & RDGP					
NDGP	Pedigree		PROJECT	111		EDGP & RDGP & NAEX					
NDGP	Pedigree	TRANSACTION_TYPE	TRANSACTION_TYPE								
NDGP	Pedigree		TRANSACTION_TYPE	D		Delete					
NDGP	Pedigree		TRANSACTION_TYPE	U		Update					
